Var1,Psi,Theta,Phi,Psi_dt,Theta_dt,Phi_dt,X,Y,Z,X_M,Y_M,Z_M
16,110.831478666667,-87.7831183333333,-22.6489488888889,-0.010988,0.028319,-0.010504,0.209208555555556,9.81100855555555,0.378569888888889,-25.0833333333333,-41.125,21.3888888888889
17,110.527125333333,-87.7201216666667,-23.2899077777778,-0.0109291111111111,0.0262445555555556,-0.0107951111111111,0.23536,9.80665,0.344545,-25.25,-41.375,21.5
18,110.251939333333,-87.6901326666667,-23.8887723333333,-0.0108702222222223,0.0241701111111111,-0.0110862222222222,0.274586,9.78049944444444,0.348798111111111,-25.1388888888889,-41.4444444444444,21.7013888888889
19,109.415813555556,-87.7035908888889,-25.0807296666667,-0.0108113333333333,0.0220956666666667,-0.0113773333333333,0.274586,9.885103,0.374316777777778,-25.2777777777778,-41.5972222222222,21.7847222222222
20,108.841200777778,-87.7205753333333,-25.9095018888889,-0.0107524444444445,0.0200212222222222,-0.0116684444444445,0.248435,9.885103,0.370067,-25.3541666666667,-41.9791666666667,21.6875
21,108.048213,-87.8332526666667,-26.7142123333333,-0.0106935555555556,0.0179467777777778,-0.0119595555555556,0.143830777777778,9.90253722222222,0.387081666666667,-25.3402777777778,-42.0347222222222,21.6875
22,108.296543777778,-87.9677728888889,-26.3815744444444,-0.0106346666666667,0.0158723333333333,-0.0122506666666667,0.100245777777778,9.880745,0.344545,-25.4097222222222,-41.8611111111111,21.6875
23,107.082274888889,-87.9228231111111,-27.6019491111111,-0.0105757777777778,0.0137978888888889,-0.0125417777777778,0.222284,9.845877,0.344545,-25.2291666666667,-41.6666666666667,21.8125
24,107.220993,-87.871736,-27.227407,-0.0105168888888889,0.0117234444444444,-0.0128328888888889,0.244076888888889,9.845877,0.255221111111111,-25.0763888888889,-41.5277777777778,21.9722222222222
25,107.197389666667,-87.7765736666667,-27.0869713333333,-0.010458,0.009649,-0.013124,0.305096,9.845877,0.2297,-24.9513888888889,-41.3333333333333,21.6666666666667
26,108.101949666667,-87.7876512222222,-25.8389097777778,-0.0103991111111111,0.00757455555555555,-0.0134151111111111,0.23536,9.845877,0.267969,-24.8125,-41.0625,21.625
27,110.369095,-87.745587,-23.1904883333333,-0.0103402222222222,0.00550011111111111,-0.0137062222222222,0.156906,9.885103,0.387077222222222,-24.7916666666667,-40.9652777777778,21.5069444444444
28,113.223135444444,-87.6347845555556,-20.2183194444444,-0.0102813333333333,0.00342566666666667,-0.0139973333333333,0.183057111111111,9.89382011111111,0.412602555555556,-24.5833333333333,-40.6875,21.5902777777778
29,112.028952666667,-87.5037701111111,-21.5379283333333,-0.0102224444444444,0.00135122222222222,-0.0142884444444444,0.261510666666667,9.93740533333333,0.382823,-24.4166666666667,-40.75,21.6875
30,108.627615333333,-87.408119,-25.038361,-0.0101635555555556,-0.000723222222222222,-0.0145795555555556,0.200491555555556,9.963556,0.382823,-24.4861111111111,-40.9583333333333,21.6875
31,106.587019111111,-87.3160163333333,-27.2316876666667,-0.010222,-0.00274033333333333,-0.0146373333333333,0.178698777777778,9.94176377777778,0.404094111111111,-24.7291666666667,-41.0625,21.7916666666667
32,102.901157777778,-87.3405754444444,-30.9847821111111,-0.01048,-0.00517966666666667,-0.0144726666666667,0.222284333333333,9.89817866666667,0.472161666666667,-24.8958333333333,-41.2708333333333,21.9583333333333
33,99.134841,-87.406327,-34.648723,-0.0107277777777778,-0.005707,-0.014418,0.265869111111111,9.946122,0.497687,-24.9375,-41.3263888888889,22
34,98.0518157777778,-87.4821265555556,-35.7106572222222,-0.010821,-0.005829,-0.014748,0.309454444444444,9.963556,0.429619444444444,-24.8263888888889,-41.2013888888889,22.1111111111111
35,99.0309308888889,-87.4977832222222,-34.8415667777778,-0.010619,-0.00731522222222222,-0.0149574444444444,0.156906,9.845877,0.267969,-24.8125,-41.1875,22.1875
36,100.697044333333,-87.5069126666667,-33.2322946666667,-0.0100143333333333,-0.00785433333333333,-0.0150776666666667,0.156906,9.845877,0.302002777777778,-24.8263888888889,-41.1805555555556,21.875
37,104.607653888889,-87.6152166666667,-29.2539017777778,-0.00950033333333333,-0.00728966666666667,-0.01501,0.130755111111111,9.98534922222222,0.276477444444444,-24.9375,-41.1666666666667,21.8888888888889
38,106.365217222222,-87.6865733333333,-27.4552345555556,-0.00912411111111111,-0.00761544444444444,-0.0150486666666667,0.091529,10.368898,0.293494333333333,-24.8333333333333,-41.3125,21.8541666666667
39,105.675011,-87.79356,-28.0795543333333,-0.008843,-0.00707211111111111,-0.015097,0.161284851647011,10.1248414074556,0.250970239094483,-24.625,-41.2292141114274,21.7430239257151
40,100.615563222222,-87.9310528888889,-33.1597297777778,-0.00849433333333333,-0.00498566666666667,-0.0152136666666667,0.0958971594875553,10.0594531594876,0.208438588279999,-24.625,-41.125,21.8125
41,94.5226641111111,-87.9232564444444,-39.3958875555556,-0.00822866666666667,-0.00324466666666667,-0.0156787777777778,0.209208333333333,10.120463,0.24245,-24.6666666666667,-41.125,21.8958333333333
42,93.95669,-87.85744,-40.148166,-0.00812377777777778,-0.00246911111111111,-0.0158883333333333,0.305095888888889,10.1291793333333,0.506182888888889,-24.6388888888889,-41.1736111111111,21.9861111111111
43,98.4609127777778,-87.8510165555555,-35.660461,-0.007959,-0.002478,-0.015411,0.174340111111111,10.1553313333333,0.404092,-24.6805555555556,-41.1875,22.2222222222222
44,101.048243222222,-87.6804921111111,-33.2283156666667,-0.00791033333333333,-0.00133266666666667,-0.0147476666666667,0.078453,10.277369,0.497687,-24.625,-41.1875,22.4375
45,105.475958666667,-87.5817283333333,-28.8971793333333,-0.00815077777777778,0.000265777777777778,-0.0142321111111111,0.244077,9.71947988888889,0.625288777777778,-24.5138888888889,-41.1805555555556,22.25
46,107.601732444444,-87.5101741111111,-26.8777671111111,-0.00847633333333333,0.00215233333333333,-0.0137823333333333,0.278944777777778,9.03083588888889,0.336035,-24.5833333333333,-41.0694444444444,22.25
