Var1,Psi,Theta,Phi,Psi_dt,Theta_dt,Phi_dt,X,Y,Z,X_M,Y_M,Z_M
82,-49.0227173333333,2.63271733333333,-1.42869466666667,0.007082,-0.00501466666666667,-0.00519711111111111,0.435851444444444,-0.0435854444444444,9.91120766666667,21.3402777777778,21.6458333333333,-7.92361111111111
83,-48.1815624444444,1.86786,-0.817399777777778,0.0266103333333333,-0.00867022222222222,-0.0120721111111111,0.470719,-0.078453,9.86866455555556,21.3541666666667,21.4791666666667,-8.14583333333333
84,-47.422738,1.29024444444444,-0.670007555555556,0.050347,-0.00934933333333333,-0.0160976666666667,0.444568,-0.0653776666666667,9.86441066666667,21.5208333333333,21.3402777777778,-8.23611111111111
85,-46.8014706666667,0.932308,-0.918231333333333,0.0679264444444444,-0.0153553333333333,-0.0199707777777778,0.409700222222222,-0.074095,9.88142777777778,21.5625,21.2569444444444,-8.13888888888889
86,-46.2385867777778,0.774892888888889,-1.22994755555556,0.0700086666666667,-0.0303184444444444,-0.0180043333333333,0.453285222222222,-0.11768,9.838885,21.4375,21.4375,-8.125
87,-45.8440503333333,0.597694222222222,-1.73454866666667,0.056217,-0.049777,-0.017157,0.496870333333333,-0.065378,9.813367,21.5416666666667,21.4930555555556,-8.375
88,-45.554046,0.444667,-2.245585,0.0380387777777778,-0.0630086666666667,-0.0239184444444444,0.540455111111111,-0.039227,9.88993888888889,21.3611111111111,21.4652777777778,-8.41666666666667
89,-45.3906064444444,0.306490222222222,-2.44744388888889,0.0267485555555556,-0.0621166666666667,-0.0299806666666667,0.549172,-0.00435855555555556,9.94949577777778,21.3125,21.5208333333333,-8.54166666666667
90,-45.2595697777778,0.2473,-2.55944255555556,0.0185123333333333,-0.0521973333333333,-0.0422486666666667,0.509946,-0.039227,9.877173,21.3402777777778,21.4930555555556,-8.52777777777778
91,-45.0760626666667,0.193001,-2.670124,-0.00155522222222222,-0.0395568888888889,-0.0603104444444445,0.470719,-0.00435855555555555,9.915462,21.2013888888889,21.4930555555556,-8.63194444444444
92,-44.9216273333333,0.281618111111111,-2.76508244444444,-0.0243802222222222,-0.0285613333333333,-0.084716,0.479441079743778,-0.039227,9.93248436365117,21.1041666666667,21.5208333333333,-8.77083333333333
93,-44.8519156666667,0.403624222222222,-2.87726577777778,-0.0395493333333333,-0.0225266666666667,-0.122155333333333,0.496855444408296,-0.0523172218788125,9.96647094217161,21.0277777777778,21.4652777777778,-8.76388888888889
94,-44.808641,0.412160666666667,-2.98561266666667,-0.0461138888888889,-0.0118818888888889,-0.153981,0.453285222222222,-0.078453,9.89844466666667,20.8333333333333,21.3263888888889,-8.52777777777778
95,-44.8589516666667,0.362180555555556,-3.00730122222222,-0.0468974444444444,0.00566811111111111,-0.170782777777778,0.409700222222222,-0.078453,9.89844466666667,21.0625,21.5625,-8.5625
96,-44.9166032222222,0.430403,-2.80061544444444,-0.045832,0.019146,-0.193086,0.444568,-0.0523023333333333,9.83889266666667,20.9166666666667,21.5277777777778,-8.40972222222222
97,-44.984507,0.264662,-2.591958,-0.042671,0.0243915555555556,-0.201329222222222,0.440209888888889,-0.0697361111111111,9.91971844444445,20.7361111111111,21.75,-8.22916666666667
98,-45.0653214444445,0.226068444444444,-2.44503333333333,-0.0395843333333333,0.0251326666666667,-0.207341444444444,0.501229,-0.0435854444444444,9.95375,20.7708333333333,21.8125,-8.33333333333333
99,-45.2658301111111,0.256011555555556,-2.27175111111111,-0.0371636666666667,0.024638,-0.214466,0.470719,0,9.915462,20.8819444444444,21.9375,-8.30555555555556
100,-45.436126,0.192060666666667,-2.27141,-0.0356281111111111,0.0215973333333333,-0.227141111111111,0.431493,-0.0435854444444444,9.90695344444444,20.9861111111111,22.1111111111111,-8.47916666666667
101,-45.5654491111111,0.192001111111111,-2.40137,-0.0342708888888889,0.0184656666666667,-0.238873333333333,0.431493,-0.0697361111111111,9.84739344444444,21.25,22.25,-8.64583333333333
102,-45.6451041111111,0.266121666666667,-2.50901111111111,-0.0336266666666667,0.015801,-0.247266666666667,0.431493,-0.0523023333333333,9.915455,21.2638888888889,22.25,-8.6875
103,-45.5586116666667,0.236539666666667,-2.52911333333333,-0.0340474444444444,0.0137724444444444,-0.257671111111111,0.431493,-0.078453,9.94097633333333,21.3611111111111,22.25,-8.52083333333333
104,-45.4515277777778,0.360219666666667,-2.53150722222222,-0.0340514444444444,0.0122715555555556,-0.264275555555556,0.475078,-0.0566607777777778,9.877173,21.625,22.1875,-8.6875
105,-45.4164155555556,0.479268777777778,-2.57545544444444,-0.032603,0.010385,-0.258832,0.431492666666667,-0.039227,9.877173,21.8472222222222,22.1875,-8.55555555555556
106,-45.303969,0.445415,-2.629347,-0.0306692222222222,0.00897444444444444,-0.255919444444444,0.392266,-0.00871711111111111,9.96649766666667,21.625,22.1875,-8.48611111111111
107,-45.2145384444444,0.395449444444444,-2.73473622222222,-0.0231841111111111,0.00726422222222222,-0.210300777777778,0.462002,-0.069736,9.92396833333333,21.6041666666667,22.0833333333333,-8.35416666666667
108,-45.1722348888889,0.335689,-2.91978844444444,-0.005248,0.001658,-0.0515746666666667,0.509946,0,9.838885,21.5069444444444,21.8472222222222,-8.13194444444444
109,-45.0582933333333,0.221919666666667,-2.98553766666667,-0.00543777777777778,0.00171222222222222,-0.0563877777777778,0.396624555555556,-0.039227,9.77082722222222,21.4027777777778,21.6736111111111,-7.99305555555556
110,-44.9584973333333,0.132862333333333,-2.95975055555556,-0.00565111111111111,0.00218722222222222,-0.06142,0.422775888888889,-0.039227,9.85590211111111,21.375,21.6041666666667,-7.89583333333333
111,-44.8303878888889,0.132537888888889,-2.90431833333333,-0.006574,0.00314166666666667,-0.067614,0.379190333333333,-0.039227,9.902699,21.1805555555556,21.625,-7.875
112,-44.6410843333333,0.191471,-2.82536833333333,-0.00937033333333333,0.00440566666666667,-0.0732594444444444,0.405341222222222,-0.074095,9.84314411111111,21.125,21.625,-7.875
113,-44.4725091111111,0.255418444444444,-2.72802111111111,-0.0140405555555556,0.006493,-0.0776963333333333,0.448926777777778,-0.074095,9.800608,21.375,21.5625,-8.0625
114,-44.288890835274,0.343851662948186,-2.61995517536574,-0.019635,0.009564,-0.083043,0.483795,-0.039227,9.74955666666667,21.3680555555556,21.5,-7.875
115,-44.126516,0.354598,-2.614977,-0.0222317777777778,0.0128686666666667,-0.0878541111111111,0.479436111111111,0.0217927777777778,9.81336188888889,21.3263888888889,21.5138888888889,-7.88888888888889
116,-44.1495185555556,0.394119666666667,-2.53323433333333,-0.0210017777777778,0.0152853333333333,-0.0914336666666667,0.470719,0.00435855555555556,9.77082722222222,21.3958333333333,21.5833333333333,-7.97916666666667
117,-44.1778503333333,0.334797888888889,-2.58014566666667,-0.0185586666666667,0.0162256666666667,-0.093439,0.431493,0.078453,9.647473,21.4375,21.5416666666667,-8.09027777777778
118,-44.2539353333333,0.250932,-2.631492,-0.0168793333333333,0.0158456666666667,-0.0937301111111111,0.514304444444444,0.0740945555555556,9.77082722222222,21.5416666666667,21.5069444444444,-8.02083333333333
119,-44.452734,0.241054,-2.64774666666667,-0.0155993333333333,0.0148084444444444,-0.0944862222222222,0.557889111111111,0.0217927777777778,9.84739344444444,21.5,21.5625,-7.72916666666667
120,-44.6200262222222,0.241152333333333,-2.62426333333333,-0.0126593333333333,0.0135553333333333,-0.0961733333333333,0.575323333333333,-0.0261513333333333,9.86441033333334,21.1944444444444,21.4652777777778,-7.72222222222222
121,-44.7279333333333,0.250949,-2.56582666666667,-0.00870344444444444,0.0125664444444444,-0.0981127777777778,0.514304,0.0174342222222222,9.838885,21.0694444444444,21.4930555555556,-7.75
122,-44.8790037777778,0.334759777777778,-2.50271888888889,-0.00570144444444444,0.0114142222222222,-0.0977912222222222,0.492511777777778,-0.00435855555555556,9.79634888888889,21.125,21.5,-7.9375
123,-44.9618268888889,0.354718,-2.57388977777778,-0.004154,0.008604,-0.096604,0.509946,-0.039227,9.76232,21.125,21.4930555555556,-8.06944444444444
124,-44.975525,0.310287,-2.526489,-0.00349644444444444,0.00541222222222222,-0.0943254444444444,0.509946,-0.039227,9.79209955555556,21.1111111111111,21.5208333333333,-8.125
125,-45.0340678888889,0.265269777777778,-2.47082877777778,-0.00311244444444444,0.00309333333333333,-0.0934678888888889,0.44021,-0.108963,9.834632,21.0625,21.7291666666667,-8.14583333333333
126,-45.0377025555556,0.246011555555556,-2.53358788888889,-0.00308366666666667,0.00198933333333333,-0.092473,0.470719,-0.11768,9.838885,21.0347222222222,21.5347222222222,-8.32638888888889
127,-45.0054063333333,0.177418,-2.557977,-0.00306033333333333,0.00126422222222222,-0.0908518888888889,0.44021,-0.0740945555555556,9.84313922222222,21.1388888888889,21.5347222222222,-8.32638888888889
128,-45.0350614444444,0.177775333333333,-2.49133388888889,-0.00288588888888889,0.001022,-0.0872157777777778,0.509946,-0.039227,9.86015855555556,21.2916666666667,21.6875,-8.22916666666667
129,-45.0627103333333,0.202661444444444,-2.52540444444444,-0.00273433333333333,0.00111133333333333,-0.083904,0.483795,-0.039227,9.813367,21.1666666666667,21.8958333333333,-8.10416666666667
130,-45.1092376666667,0.193048333333333,-2.43202266666667,-0.00265055555555556,0.00135577777777778,-0.0816873333333333,0.483794777777778,-0.0566607777777778,9.85590188888889,21.2916666666667,21.9375,-8.22916666666667
131,-45.2050005555556,0.282330222222222,-2.35123755555556,-0.00255766666666667,0.00150644444444444,-0.0798062222222222,0.527379777777778,-0.0566607777777778,9.877173,21.125,21.9375,-8.375
132,-45.2798834444444,0.311977777777778,-2.38966288888889,-0.002443,0.001606,-0.077894,0.483794666666667,-0.0130756666666667,9.85164766666667,21.3194444444444,21.9236111111111,-8.375
133,-45.351633,0.312636,-2.490424,-0.00234822222222222,0.00212544444444444,-0.0765425555555555,0.440209888888889,-0.0305098888888889,9.89844488888889,21.4166666666667,21.8263888888889,-8.375
134,-45.3645235555556,0.218597888888889,-2.61181033333333,-0.00224333333333333,0.00288211111111111,-0.0754178888888889,0.466360555555556,-0.039227,9.915462,21.6666666666667,21.875,-8.4375
135,-45.3235753333333,0.129472111111111,-2.73841344444444,-0.00207666666666667,0.00311833333333333,-0.0742113333333333,0.470719,0.039227,9.992019,21.7916191678202,21.7638255570936,-8.5625
136,-45.2011423333333,-0.0899636666666667,-2.740866,-0.00197222222222222,0.002835,-0.0729237777777778,0.357397555555556,0.0305098888888889,9.91120766666667,21.6180239257151,21.5207858885726,-8.63197607428494
137,-45.0747152222222,-0.219715666666667,-2.81923422222222,-0.00177839406262708,0.0025733883692558,-0.0719928763725091,0.400983111111111,-0.056661,9.86015855555556,21.3958333333333,21.3541666666667,-8.47916666666667
138,-45.0021424444444,-0.219322888888889,-2.91389311111111,-0.0016583432130934,0.00242601994951551,-0.0708835655076948,0.444568333333333,-0.091529,9.813367,21.5069444444444,21.5555555555556,-8.42361111111111
139,-44.933186,-0.17913,-3.02910266666667,-0.00159977777777778,0.00233655555555556,-0.0694446666666667,0.435851,-0.0217927777777778,9.85590188888889,21.4513888888889,21.625,-8.49305555555556
140,-44.9019576666667,-0.143887333333333,-3.08278633333333,-0.00147955555555556,0.00227477777777778,-0.0679091111111111,0.392266,0,9.877173,21.4375,21.625,-8.4375
141,-44.8990018888889,-0.0147411111111111,-3.09007966666667,-0.001414,0.002217,-0.065886,0.392266,-0.0261513333333333,9.877173,21.3958333333333,21.4930555555556,-8.41666666666667
142,-44.925323,0.089349,-3.050278,-0.00140233333333333,0.00215433333333333,-0.0649982222222222,0.453285,-0.039227,9.93673288888889,21.1319444444444,21.4513888888889,-8.23611111111111
143,-44.8781332222222,0.104441666666667,-2.95075444444444,-0.001243,0.00206144444444444,-0.0639508888888889,0.505587444444444,-0.039227,9.88568155555556,21.4791666666667,21.5416666666667,-8.27083333333333
144,-44.8625785555556,0.263597888888889,-2.83155155555556,-0.000907333333333334,0.00200133333333333,-0.0628546666666667,0.549172,-0.078453,9.915462,21.6875,21.7083333333333,-8.54861111111111
